date,title,author,file,source_url,categories,tags,words,images,comments
2015-01-08,LG webOS watch slated for 2016 release,Alan Morford,2015-01-08-lg-webos-watch-for-2016-release.md,https://pivotce.com/2015/01/08/lg-webos-watch-for-2016-release/,News,CES,135,0,0
2015-01-09,LuneOS January Stable Release: Breve,webosports,2015-01-09-luneos-january-stable-release-breve.md,https://pivotce.com/2015/01/09/luneos-january-stable-release-breve/,News,Breve,356,0,0
2015-01-09,News Crumbs – 9th JANUARY 2015,preemptive,2015-01-09-news-crumbs-9th-january-2015.md,https://pivotce.com/2015/01/09/news-crumbs-9th-january-2015/,News,CES|Chicago|enyo,251,0,0
2015-01-13,HP keeps the servers open for another two months,preemptive,2015-01-13-hp-keeps-the-servers-open-for-another-two-months.md,https://pivotce.com/2015/01/13/hp-keeps-the-servers-open-for-another-two-months/,News,backup,225,1,0
2015-02-04,LuneOS February Stable Release: Americano,webosports,2015-02-04-luneos-february-stable-release-americano.md,https://pivotce.com/2015/02/04/luneos-february-stable-release-americano/,News,americano,646,6,0
2015-02-14,News Crumbs – 14th February 2015,preemptive,2015-02-14-news-crumbs-14th-february-2015.md,https://pivotce.com/2015/02/14/news-crumbs-14th-february-2015/,News,enyo,284,0,1
2015-02-27,LG outs webOS watch: Urbane LTE,Alan Morford,2015-02-27-lg-outs-webos-watch-urbane-lte.md,https://pivotce.com/2015/02/27/lg-outs-webos-watch-urbane-lte/,News,,269,3,0
2015-03-04,webOS Meetup: St. Louis,Alan Morford,2015-03-04-webos-meetup-st-louis.md,https://pivotce.com/2015/03/04/webos-meetup-st-louis/,News,,206,1,0
2015-03-05,Guide: Fixing Yahoo mail.,preemptive,2015-03-05-guide-fixing-yahoo-mail.md,https://pivotce.com/2015/03/05/guide-fixing-yahoo-mail/,Tips,certificates,1254,0,0
2015-03-10,LuneOS Update for March,webosports,2015-03-10-luneos-update-for-march.md,https://pivotce.com/2015/03/10/luneos-update-for-march/,News,,418,1,0
2015-03-12,An Open Letter to Hewlett-Packard,Alan Morford,2015-03-12-an-open-letter-to-hewlett-packard.md,https://pivotce.com/2015/03/12/an-open-letter-to-hewlett-packard/,Editorial,cloud,589,0,0
2015-04-01,"It’s back, back, back!",preemptive,2015-04-01-its-back-back-back.md,https://pivotce.com/2015/04/01/its-back-back-back/,News,,598,0,0
2015-04-02,Forty Years of Tech Exhibit Showcases first Palm PDA,Alan Morford,2015-04-02-forty-years-of-tech-exhibit-showcases-first-palm-pda.md,https://pivotce.com/2015/04/02/forty-years-of-tech-exhibit-showcases-first-palm-pda/,News,enyo,192,1,0
2015-04-03,Farewell to Facebook webOS Synergy/App,Brent Hunter,2015-04-03-farewell-to-facebook-webos-synergyapp.md,https://pivotce.com/2015/04/03/farewell-to-facebook-webos-synergyapp/,News,facebook,624,1,0
2015-04-08,News Crumbs – 8th April 2015,preemptive,2015-04-08-news-crumbs-8th-april-2015.md,https://pivotce.com/2015/04/08/news-crumbs-8th-april-2015/,News,,278,0,0
2015-04-09,St. Louis webOS Meetup Recap,Alan Morford,2015-04-09-st-louis-webos-meetup-recap.md,https://pivotce.com/2015/04/09/st-louis-webos-meetup-recap/,News,,1051,7,0
2015-04-13,LuneOS April Stable Release: Café au lait,webosports,2015-04-13-luneos-april-stable-release-cafe-au-lait.md,https://pivotce.com/2015/04/13/luneos-april-stable-release-cafe-au-lait/,News,au lait,822,0,0
2015-04-16,Over and Out…,preemptive,2015-04-16-over-and-out.md,https://pivotce.com/2015/04/16/over-and-out/,News,backup,437,0,0
2015-04-16,The Death and Rebirth of a Bass Guitar Case,Alan Morford,2015-04-16-the-death-and-rebirth-of-a-bass-guitar-case.md,https://pivotce.com/2015/04/16/the-death-and-rebirth-of-a-bass-guitar-case/,News,Case|bass,886,27,0
2015-04-17,"Bye Bye App Catalog, Hello Preware Catalog",Sören Müller,2015-04-17-bye-bye-app-catalog-hello-preware-catalog.md,https://pivotce.com/2015/04/17/bye-bye-app-catalog-hello-preware-catalog/,News,,245,0,1
2015-04-21,UPDATE: Now DEAD – Google to Kill YouTube Access for Older Apps,Alan Morford,2015-04-21-google-to-kill-youtube-access-for-older-apps.md,https://pivotce.com/2015/04/21/google-to-kill-youtube-access-for-older-apps/,News,api,247,1,0
2015-04-22,New Preware and Our Own Feed,Sören Müller,2015-04-22-new-preware-and-our-own-feed.md,https://pivotce.com/2015/04/22/new-preware-and-our-own-feed/,Tips,apps,580,0,0
2015-04-24,LG Surprises By Announcing 2014 webOS TVs Will Get 2.0,Alan Morford,2015-04-24-lg-surprises-by-announcing-2014-webos-tvs-will-get-2-0.md,https://pivotce.com/2015/04/24/lg-surprises-by-announcing-2014-webos-tvs-will-get-2-0/,News,,93,1,0
2015-05-06,LuneOS Is All About Users,Alan Morford,2015-05-06-luneos-is-all-about-users.md,https://pivotce.com/2015/05/06/luneos-is-all-about-users/,News,,157,1,0
2015-05-10,LuneOS May Stable Release: Café Bombón,webosports,2015-05-10-luneos-may-stable-release-cafe-bombon.md,https://pivotce.com/2015/05/10/luneos-may-stable-release-cafe-bombon/,News,bombon,615,0,0
2015-05-12,"webOS meet up: Chicago, 17th of May.",preemptive,2015-05-12-webos-meet-up-chicago-17th-of-may.md,https://pivotce.com/2015/05/12/webos-meet-up-chicago-17th-of-may/,News,Chicago,145,0,0
2015-06-03,Dev Highlight: Brent Hunter,Alan Morford,2015-06-03-dev-highlight-brent-hunter.md,https://pivotce.com/2015/06/03/dev-highlight-brent-hunter/,Interview,Developer|enyo|feedspider,394,2,0
2015-06-06,LuneOS June Stable Release: Café Cubano,webosports,2015-06-06-luneos-june-stable-release-cafe-cubano.md,https://pivotce.com/2015/06/06/luneos-june-stable-release-cafe-cubano/,News,cubano,557,0,0
2015-06-07,Preserving webOS apps,preemptive,2015-06-07-preserving-webos-apps.md,https://pivotce.com/2015/06/07/preserving-webos-apps/,News,App|Developer,714,1,0
2015-06-11,C+Dav Synergy Connector Updated for webOS,Alan Morford,2015-06-11-cdav-synergy-connector-updated-for-webos.md,https://pivotce.com/2015/06/11/cdav-synergy-connector-updated-for-webos/,News,C+DAV|connector,155,1,0
2015-06-15,Tip: Edit Your Hosts File for Access to Old Palm Servers,Alan Morford,2015-06-15-tip-edit-your-hosts-file-for-access-to-old-palm-servers.md,https://pivotce.com/2015/06/15/tip-edit-your-hosts-file-for-access-to-old-palm-servers/,Tips,,155,1,0
2015-06-16,Guide: How to Fix YouTube for webOS 2.x,Alan Morford,2015-06-16-guide-how-to-fix-youtube-for-webos-2-x.md,https://pivotce.com/2015/06/16/guide-how-to-fix-youtube-for-webos-2-x/,Tips,2.x|choorp,603,1,0
2015-06-17,Whatsapp Workaround for webOS,Alan Morford,2015-06-17-whatsapp-workaround-for-webos.md,https://pivotce.com/2015/06/17/whatsapp-workaround-for-webos/,Tips,,481,1,0
2015-06-18,Where Will LuneOS Get Its Apps?,Alan Morford,2015-06-18-where-will-luneos-get-its-apps.md,https://pivotce.com/2015/06/18/where-will-luneos-get-its-apps/,Editorial,apps,339,1,0
2015-06-24,Tip: How to Bypass Activation,preemptive,2015-06-24-tip-how-to-bypass-activation.md,https://pivotce.com/2015/06/24/tip-how-to-bypass-activation/,News,Bypass Activation,815,0,0
2015-07-25,UPDATE Guide: Getting Around the Yellow Gmail Triangle of Death,Alan Morford,2015-07-25-guide-getting-around-the-yellow-gmail-triangle-of-death.md,https://pivotce.com/2015/07/25/guide-getting-around-the-yellow-gmail-triangle-of-death/,Tutorial,aol,1177,11,0
2015-08-03,News Crumbs – 3rd August 2015,preemptive,2015-08-03-news-crumbs-3rd-august-2015.md,https://pivotce.com/2015/08/03/news-crumbs-3rd-august-2015/,News,,229,1,0
2015-08-06,LuneOS Cafe Cubano: An In-Depth Look,Chairman Honeycrisp,2015-08-06-luneos-cafe-cubano-an-in-depth-look.md,https://pivotce.com/2015/08/06/luneos-cafe-cubano-an-in-depth-look/,Reviews,,1436,3,0
2015-08-09,Ready for LuneOS,Sören Müller,2015-08-09-ready-for-luneos.md,https://pivotce.com/2015/08/09/ready-for-luneos/,pivotCE,,115,0,0
2015-08-17,LuneOS August Stable Release: Caffè Crema,webosports,2015-08-17-luneos-august-stable-release-caffe-crema.md,https://pivotce.com/2015/08/17/luneos-august-stable-release-caffe-crema/,News,crema|emulator,675,0,0
2015-08-21,Preware Turns 6: A Tribute to Homebrew Developers,Chairman Honeycrisp,2015-08-21-preware-turns-6-a-tribute-to-homebrew-developers.md,https://pivotce.com/2015/08/21/preware-turns-6-a-tribute-to-homebrew-developers/,Editorial|News|pivotCE,,511,0,0
2015-08-31,Do You Have a Nexus 4 Yet?,Alan Morford,2015-08-31-do-you-have-a-nexus-4-yet.md,https://pivotce.com/2015/08/31/do-you-have-a-nexus-4-yet/,News,Android|firefox,230,0,0
2015-09-07,LuneOS September Stable Release: Café de Olla,webosports,2015-09-07-luneos-september-stable-release-cafe-de-olla.md,https://pivotce.com/2015/09/07/luneos-september-stable-release-cafe-de-olla/,News,,681,0,0
2015-09-09,UPDATE App: Certificate Grabber,Alan Morford,2015-09-09-app-certificate-grabber.md,https://pivotce.com/2015/09/09/app-certificate-grabber/,News,certs,306,4,0
2015-09-12,LuneOS Update Script,Chairman Honeycrisp,2015-09-12-luneos-update-script.md,https://pivotce.com/2015/09/12/luneos-update-script/,News,,355,0,0
2015-10-02,Open webOS Running on a WiFi Router,Alan Morford,2015-10-02-open-webos-running-on-a-wifi-router.md,https://pivotce.com/2015/10/02/open-webos-running-on-a-wifi-router/,News,,192,0,0
2015-10-02,PrewareUpdates on Twitter,Sören Müller,2015-10-02-prewareupdates-on-twitter.md,https://pivotce.com/2015/10/02/prewareupdates-on-twitter/,pivotCE,,93,0,0
2015-10-07,LuneOS October Stable Release: Caffè Latte,webosports,2015-10-07-luneos-october-stable-release-caffe-latte.md,https://pivotce.com/2015/10/07/luneos-october-stable-release-caffe-latte/,News,Caffè Latte,606,0,0
2015-10-16,YouTube Client Released for webOS/LuneOS: LuneTube,Chairman Honeycrisp,2015-10-16-app-lunetube.md,https://pivotce.com/2015/10/16/app-lunetube/,News,App|Developer,467,1,0
2015-10-16,LuneOS on more devices!,preemptive,2015-10-16-luneos-on-more-devices.md,https://pivotce.com/2015/10/16/luneos-on-more-devices/,News,,208,0,0
2015-10-21,Making Android More Like webOS,Alan Morford,2015-10-21-making-android-more-like-webos.md,https://pivotce.com/2015/10/21/making-android-more-like-webos/,Tips,Android,283,1,0
2015-11-06,LuneOS Update for November,webosports,2015-11-06-luneos-update-for-november-2.md,https://pivotce.com/2015/11/06/luneos-update-for-november-2/,News,bugs|changelog,564,1,0
2015-11-09,News Crumbs – 9th November 2015,preemptive,2015-11-09-news-crumbs-9th-november-2015.md,https://pivotce.com/2015/11/09/news-crumbs-9th-november-2015/,News,Alcatel|Developer,305,0,0
2015-11-19,"webOS meetup, Chicago, 22nd November",preemptive,2015-11-19-webos-meetup-chicago-22nd-november.md,https://pivotce.com/2015/11/19/webos-meetup-chicago-22nd-november/,News,Chicago,164,0,0
2015-11-26,Happy Thanksgiving,Alan Morford,2015-11-26-happy-thanksgiving.md,https://pivotce.com/2015/11/26/happy-thanksgiving/,News,,29,1,0
2015-11-28,How to Fix Old Game Issues,Alan Morford,2015-11-28-how-to-fix-old-game-issues.md,https://pivotce.com/2015/11/28/how-to-fix-old-game-issues/,News,apps|buzz|fix,718,1,0
2015-12-04,Dev Highlight: Theoneill,Alan Morford,2015-12-04-dev-highlight-theoneill.md,https://pivotce.com/2015/12/04/dev-highlight-theoneill/,Interview,dev,977,2,0
2015-12-08,Control Your Roku from an HP TouchPad,Alan Morford,2015-12-08-control-your-roku-from-an-hp-touchpad.md,https://pivotce.com/2015/12/08/control-your-roku-from-an-hp-touchpad/,News,apps,160,2,0
2015-12-10,LuneOS December Stable Release: Caffè Marocchino,webosports,2015-12-10-luneos-december-stable-release-caffe-marocchino.md,https://pivotce.com/2015/12/10/luneos-december-stable-release-caffe-marocchino/,News,,794,0,0
2015-12-13,UPDATE: Special Investigations Unit asks webOS Users for Help in Murder Case,Alan Morford,2015-12-13-special-investigations-unit-asks-webos-users-for-help-in-murder-case.md,https://pivotce.com/2015/12/13/special-investigations-unit-asks-webos-users-for-help-in-murder-case/,News,bypass,373,1,0
2015-12-13,The Ultimate Bypass Activation Tool,Alan Morford,2015-12-13-the-ultimate-bypass-activation-tool.md,https://pivotce.com/2015/12/13/the-ultimate-bypass-activation-tool/,News,activation|bypass|devicetool,196,1,0
2015-12-18,Lay-offs at LG Silicon Valley Lab,preemptive,2015-12-18-lay-offs-at-lg-silicon-valley-lab.md,https://pivotce.com/2015/12/18/lay-offs-at-lg-silicon-valley-lab/,News,Developer,531,0,0
2015-12-20,"Legacy webOS SDKs, Novacom, and Emulators",Alan Morford,2015-12-20-legacy-webos-sdks-novacom-and-emulators.md,https://pivotce.com/2015/12/20/legacy-webos-sdks-novacom-and-emulators/,News,emulator,221,1,0
2015-12-25,Seasons Greetings to all our readers!,preemptive,2015-12-25-seasons-greetings-to-all-our-readers.md,https://pivotce.com/2015/12/25/seasons-greetings-to-all-our-readers/,News,Christmas,125,0,0
2015-12-29,"6000+ Apps, Abandonware, and More to Come",Alan Morford,2015-12-29-5000-apps-abandonware-and-more-to-come.md,https://pivotce.com/2015/12/29/5000-apps-abandonware-and-more-to-come/,News,abandonware|apps,617,0,0
2016-01-06,The LG Keynote at CES 2016,preemptive,2016-01-06-the-lg-keynote-at-ces-2016.md,https://pivotce.com/2016/01/06/the-lg-keynote-at-ces-2016/,News,CES,1374,0,0
2016-01-14,LuneOS January Stable Release: Caffè Medici,webosports,2016-01-14-luneos-january-stable-release-caffe-medici.md,https://pivotce.com/2016/01/14/luneos-january-stable-release-caffe-medici/,News,Caffè Medici|Developer,730,0,0
2016-01-26,Flixi Update Brings Back Weather Widget,Alan Morford,2016-01-26-flixi-update-brings-back-weather-widget.md,https://pivotce.com/2016/01/26/flixi-update-brings-back-weather-widget/,News,exhibition,118,0,0
2016-01-27,"Lunetube updated, brings reply comments, bug fixes",Alan Morford,2016-01-27-lunetube-updated-brings-reply-comments-bug-fixes.md,https://pivotce.com/2016/01/27/lunetube-updated-brings-reply-comments-bug-fixes/,News,,108,0,0
2016-02-07,LuneOS February Stable Release: Café Miel,webosports,2016-02-07-luneos-february-stable-release-cafe-miel.md,https://pivotce.com/2016/02/07/luneos-february-stable-release-cafe-miel/,News,calls,965,0,0
2016-03-03,LuneOS March Stable Release: Coffee Milk,webosports,2016-03-03-luneos-march-stable-release-coffee-milk.md,https://pivotce.com/2016/03/03/luneos-march-stable-release-coffee-milk/,News,,778,0,0
2016-03-06,Foxcasts app for LuneOS,preemptive,2016-03-06-foxcasts-app-for-luneos.md,https://pivotce.com/2016/03/06/foxcasts-app-for-luneos/,News,Developer|enyo,142,0,0
2016-04-01,"Enyo 2.7 released, with next generation plans",preemptive,2016-04-01-enyo-2-7-released-with-next-generation-plans.md,https://pivotce.com/2016/04/01/enyo-2-7-released-with-next-generation-plans/,News,Developer|enyo,165,0,0
2016-04-01,webOS 3.0.1 Axed Due to Bizarre ‘Date Bug’,Chairman Honeycrisp,2016-04-01-webos-3-0-1-axed-due-to-bizarre-date-bug.md,https://pivotce.com/2016/04/01/webos-3-0-1-axed-due-to-bizarre-date-bug/,News,,568,0,0
2016-04-07,LuneOS Update for April,webosports,2016-04-07-luneos-update-for-april.md,https://pivotce.com/2016/04/07/luneos-update-for-april/,News,Developer,814,0,0
2016-04-08,"webOS meetup, Chicago, 17th April",preemptive,2016-04-08-webos-meetup-chicago-17th-april.md,https://pivotce.com/2016/04/08/webos-meetup-chicago-17th-april/,News,Chicago|Developer|enyo,129,0,0
2016-04-19,LG Friends,preemptive,2016-04-19-lg-friends.md,https://pivotce.com/2016/04/19/lg-friends/,News,Android|Developer,337,0,0
2016-04-21,Resurfaced HP Video Shows webOS Device Concepts,Alan Morford,2016-04-21-resurfaced-hp-video-shows-webos-device-concepts.md,https://pivotce.com/2016/04/21/resurfaced-hp-video-shows-webos-device-concepts/,News,concept,176,1,0
2016-05-13,LuneOS May Stable Release: Café mocha,webosports,2016-05-13-luneos-may-stable-release-cafe-mocha.md,https://pivotce.com/2016/05/13/luneos-may-stable-release-cafe-mocha/,News,Developer,1182,0,0
2016-05-17,HP is to Palm as Lenovo is to Motorola…Not Good,Alan Morford,2016-05-17-hp-is-to-palm-as-lenovo-is-to-motorola-not-good.md,https://pivotce.com/2016/05/17/hp-is-to-palm-as-lenovo-is-to-motorola-not-good/,News,,88,1,0
2016-06-01,The webOS browser is aging but whose fault is it?,Alan Morford,2016-06-01-the-webos-browser-is-aging-but-whose-fault-is-it.md,https://pivotce.com/2016/06/01/the-webos-browser-is-aging-but-whose-fault-is-it/,News,browser|doom,531,2,0
2016-06-02,"Instagrio hit by Instagram’s API Change, Now in ‘Sandbox Mode’",Alan Morford,2016-06-02-instagrio-hit-by-instagrams-api-change-now-in-sandbox-mode.md,https://pivotce.com/2016/06/02/instagrio-hit-by-instagrams-api-change-now-in-sandbox-mode/,News,,198,2,0
2016-06-07,Rare webOS goodies spotted in drool-worthy photo,Alan Morford,2016-06-07-rare-webos-goodies-spotted-in-drool-worthy-photo.md,https://pivotce.com/2016/06/07/rare-webos-goodies-spotted-in-drool-worthy-photo/,News,devrel,743,6,0
2016-06-16,LuneOS June Stable Release: Caffè Tobio,webosports,2016-06-16-luneos-june-stable-release-caffe-tobio.md,https://pivotce.com/2016/06/16/luneos-june-stable-release-caffe-tobio/,News,,1011,0,0
2016-06-23,"Rare webOS Devices, Episode 1",Alan Morford,2016-06-23-rare-webos-devices-episode-1.md,https://pivotce.com/2016/06/23/rare-webos-devices-episode-1/,News,,339,0,0
2016-06-29,"Rare webOS Devices, Episode 2",Alan Morford,2016-06-29-rare-webos-devices-episode-2.md,https://pivotce.com/2016/06/29/rare-webos-devices-episode-2/,News,castle,167,0,0
2016-07-07,Guide: Fixing Google Synergy,Alan Morford,2016-07-07-guide-fixing-google-synergy.md,https://pivotce.com/2016/07/07/guide-fixing-google-synergy/,Tutorial,,1299,5,0
2016-07-08,"Rare webOS Devices, Episode 3",Alan Morford,2016-07-08-rare-webos-devices-episode-3.md,https://pivotce.com/2016/07/08/rare-webos-devices-episode-3/,News,,227,1,0
2016-07-10,"Rare webOS Devices, Episode 4",Alan Morford,2016-07-10-rare-webos-devices-episode-4.md,https://pivotce.com/2016/07/10/rare-webos-devices-episode-4/,News,,95,0,0
2016-07-12,LuneOS Update for July,webosports,2016-07-12-luneos-update-for-july.md,https://pivotce.com/2016/07/12/luneos-update-for-july/,News,bye|calm,137,1,0
2016-07-13,News Crumbs – 13th JULY 2016,preemptive,2016-07-13-news-crumbs-13th-july-2016.md,https://pivotce.com/2016/07/13/news-crumbs-13th-july-2016/,News,,131,0,0
2016-07-14,"Public FTP for webOS App Rescue Effort Available Now, Torrent Soon",Alan Morford,2016-07-14-public-ftp-for-webos-app-rescue-effort-available-now-torrent-soon.md,https://pivotce.com/2016/07/14/public-ftp-for-webos-app-rescue-effort-available-now-torrent-soon/,News,apps,577,1,0
2016-07-20,Skype is likely on the chopping block…again,Alan Morford,2016-07-20-skype-is-likely-on-the-chopping-block-again.md,https://pivotce.com/2016/07/20/skype-is-likely-on-the-chopping-block-again/,News,,257,1,0
2016-07-25,UPDATE: webOS Internals/Ports Sites (were) Offline,Alan Morford,2016-07-25-webos-internalsports-sites-offline.md,https://pivotce.com/2016/07/25/webos-internalsports-sites-offline/,News,,322,1,0
2016-07-30,webOS futures past,preemptive,2016-07-30-webos-futures-past.md,https://pivotce.com/2016/07/30/webos-futures-past/,News,,189,0,0
2016-08-09,LuneOS August Stable Release: Café Touba,webosports,2016-08-09-luneos-august-stable-release-cafe-touba.md,https://pivotce.com/2016/08/09/luneos-august-stable-release-cafe-touba/,News,august|calls,1470,0,0
2016-08-15,News Crumbs – 15th AUGUST 2016,preemptive,2016-08-15-news-crumbs-15th-august-2016.md,https://pivotce.com/2016/08/15/news-crumbs-15th-august-2016/,News,,160,0,0
2016-09-04,Guest Guide: Mimic webOS in Android,Alan Morford,2016-09-04-guest-guide-mimic-webos-in-android.md,https://pivotce.com/2016/09/04/guest-guide-mimic-webos-in-android/,Tutorial,Android,3519,11,0
2016-09-17,LuneOS September Stable Release: Cafe Zorro,webosports,2016-09-17-luneos-september-stable-release-cafe-zorro.md,https://pivotce.com/2016/09/17/luneos-september-stable-release-cafe-zorro/,News,,981,0,0
2016-10-07,Guide: Pebble Smartwatches for webOS 2.x,Alan Morford,2016-10-07-guide-pebble-smartwatches-for-webos-2-x.md,https://pivotce.com/2016/10/07/guide-pebble-smartwatches-for-webos-2-x/,Tutorial,,653,10,0
2016-10-14,LuneOS October Stable Release: Ca phe sua da,webosports,2016-10-14-luneos-october-stable-release-ca-phe-sua-da.md,https://pivotce.com/2016/10/14/luneos-october-stable-release-ca-phe-sua-da/,News,Developer,1118,0,0
2016-10-29,"webOS meetup, Bethesda, Maryland, November 5th",preemptive,2016-10-29-webos-meetup-bethesda-maryland-november-5th.md,https://pivotce.com/2016/10/29/webos-meetup-bethesda-maryland-november-5th/,News,,201,0,0
2016-11-17,LuneOS Update for November,webosports,2016-11-17-luneos-update-for-november.md,https://pivotce.com/2016/11/17/luneos-update-for-november/,News,,221,1,0
2016-11-17,"webOS Center: Gone, but not forgotten",preemptive,2016-11-17-webos-center-gone-but-not-forgotten.md,https://pivotce.com/2016/11/17/webos-center-gone-but-not-forgotten/,News,,253,0,0
2016-11-17,"webOS meetup, Chicago, 27th November",preemptive,2016-11-17-webos-meetup-chicago-27th-november.md,https://pivotce.com/2016/11/17/webos-meetup-chicago-27th-november/,News,Chicago,136,0,0
2016-11-18,News Crumbs – 18th November 2016,preemptive,2016-11-18-news-crumbs-18th-november-2016.md,https://pivotce.com/2016/11/18/news-crumbs-18th-november-2016/,News,,156,0,0
2016-11-29,Report: Bethesda Meetup,Alan Morford,2016-11-29-report-bethesda-meetup.md,https://pivotce.com/2016/11/29/report-bethesda-meetup/,News,,245,0,0
2016-12-25,"Christmas News Crumbs, 2016",preemptive,2016-12-25-christmas-news-crumbs-2016.md,https://pivotce.com/2016/12/25/christmas-news-crumbs-2016/,News,CES|Developer|apps,601,0,0
2016-12-26,LuneOS December Stable Release: Cappuccino,webosports,2016-12-26-luneos-december-stable-release-cappuccino.md,https://pivotce.com/2016/12/26/luneos-december-stable-release-cappuccino/,News,Developer,976,0,0
2017-01-04,LG at CES 2017,preemptive,2017-01-04-lg-at-ces-2017.md,https://pivotce.com/2017/01/04/lg-at-ces-2017/,News,CES,788,0,0
2017-01-16,"TCL, Blackberry & Palm",preemptive,2017-01-16-tcl-blackberry-palm.md,https://pivotce.com/2017/01/16/tcl-blackberry-palm/,News,blackberry,441,1,0
2017-01-25,A future JavaScript framework for LuneOS – Demos wanted!,preemptive,2017-01-25-a-future-javascript-framework-for-luneos-demos-wanted.md,https://pivotce.com/2017/01/25/a-future-javascript-framework-for-luneos-demos-wanted/,News,App|Developer|apps|enyo,1147,0,0
2017-02-24,LuneOS February Stable Release: Chai Latte,webosports,2017-02-24-luneos-february-stable-release-chai-latte.md,https://pivotce.com/2017/02/24/luneos-february-stable-release-chai-latte/,News,Chai Latte|Developer,876,0,0
2017-04-14,Enyo Next-Gen enters private beta testing,preemptive,2017-04-14-enyo-next-gen-enters-private-beta-testing.md,https://pivotce.com/2017/04/14/enyo-next-gen-enters-private-beta-testing/,News,Developer|apps|enyo,175,0,0
2017-05-01,LuneOS April Stable Release: Cold Brew,webosports,2017-05-01-luneos-april-stable-release-cold-brew.md,https://pivotce.com/2017/05/01/luneos-april-stable-release-cold-brew/,News,Cold Brew|Developer,693,0,0
2017-06-05,LuneOS Update for May,webosports,2017-06-05-luneos-update-for-may.md,https://pivotce.com/2017/06/05/luneos-update-for-may/,News,,196,1,0
2017-07-23,LuneOS July Stable Release: Cortado,webosports,2017-07-23-luneos-july-stable-release-cortado.md,https://pivotce.com/2017/07/23/luneos-july-stable-release-cortado/,News,Developer|enyo,921,0,0
2017-08-12,It seems a webOS TV has been rooted.,preemptive,2017-08-12-it-seems-a-webos-tv-has-been-rooted.md,https://pivotce.com/2017/08/12/it-seems-a-webos-tv-has-been-rooted/,News,Developer,184,0,0
2017-10-08,LuneOS September Stable Release: Decaf,webosports,2017-10-08-luneos-september-stable-release-decaf.md,https://pivotce.com/2017/10/08/luneos-september-stable-release-decaf/,News,Developer,2141,0,0
2017-10-11,"LuneOS Browser: How to sideload Flash & WideVine plugins (Netflix, Amazon, YouTube Red)",webosports,2017-10-11-luneos-browser-how-to-sideload-flash-widevine-plugins-netflix-amazon-youtube-red.md,https://pivotce.com/2017/10/11/luneos-browser-how-to-sideload-flash-widevine-plugins-netflix-amazon-youtube-red/,News,apps,465,6,0
2017-11-07,Unlock your HP TouchPad 4G,Alan Morford,2017-11-07-unlock-your-hp-touchpad-4g.md,https://pivotce.com/2017/11/07/unlock-your-hp-touchpad-4g/,News|Tips,4g,246,0,0
2017-11-09,"Project Macaw updated, adds 280 character limit",Alan Morford,2017-11-09-project-macaw-updated-adds-280-character-limit.md,https://pivotce.com/2017/11/09/project-macaw-updated-adds-280-character-limit/,News,feed,208,0,0
2017-11-10,Skype finally axed for webOS,Alan Morford,2017-11-10-skype-finally-axed-for-webos.md,https://pivotce.com/2017/11/10/skype-finally-axed-for-webos/,News,dead,255,2,0
2017-12-01,Dianbao:  A Telegram client for webOS and a judgement call,Alan Morford,2017-12-01-dianbao-a-telegram-client-for-webos-and-a-judgement-call.md,https://pivotce.com/2017/12/01/dianbao-a-telegram-client-for-webos-and-a-judgement-call/,News,dianbao,384,1,0
2017-12-01,Qualcomm’s Palm Patents used in lawsuit against Apple over iPhone X,Alan Morford,2017-12-01-qualcomms-palm-patents-used-in-lawsuit-against-apple-over-iphone-x.md,https://pivotce.com/2017/12/01/qualcomms-palm-patents-used-in-lawsuit-against-apple-over-iphone-x/,News,apple|cards,160,1,0
2017-12-03,Bing Maps Patched for webOS,Alan Morford,2017-12-03-bing-maps-patched-for-webos.md,https://pivotce.com/2017/12/03/bing-maps-patched-for-webos/,News,bing,265,3,0
2017-12-04,Russian Video Tutorial to root your webOS TV,Alan Morford,2017-12-04-russian-video-tutorial-to-root-your-webos-tv.md,https://pivotce.com/2017/12/04/russian-video-tutorial-to-root-your-webos-tv/,News,,122,1,0
2017-12-05,UPDATE: Sale Removed…Palm Foleo available on eBay – cheap!,Alan Morford,2017-12-05-two-palm-foleos-available-on-ebay-cheap.md,https://pivotce.com/2017/12/05/two-palm-foleos-available-on-ebay-cheap/,News,Deal|ebay,201,2,0
2017-12-09,Guide: Cleaning out the /var partition when full,George Mari,2017-12-09-guide-cleaning-out-the-var-partition-when-full.md,https://pivotce.com/2017/12/09/guide-cleaning-out-the-var-partition-when-full/,News,,1135,4,0
2017-12-11,Fix Java applications for high DPI display,Alan Morford,2017-12-11-fix-java-applications-for-high-dpi-display.md,https://pivotce.com/2017/12/11/fix-java-applications-for-high-dpi-display/,Tips,dpi,176,1,0
2017-12-12,Video: iPhone X goes head to head with Palm Pre for some reason,Alan Morford,2017-12-12-video-iphone-x-goes-head-to-head-with-palm-pre-for-some-reason.md,https://pivotce.com/2017/12/12/video-iphone-x-goes-head-to-head-with-palm-pre-for-some-reason/,News,,199,1,0
2017-12-22,A webOS user’s story and why the webOS community is the best,Alan Morford,2017-12-22-a-webos-users-story-and-why-the-webos-community-is-the-best.md,https://pivotce.com/2017/12/22/a-webos-users-story-and-why-the-webos-community-is-the-best/,Editorial,community,802,1,0
